Ride ID,Timestamp,Ride Duration (minutes),Distance Traveled (km),Battery Start Percentage (%),Battery End Percentage (%),Average Speed (km/h),Elevation (%),Temperature (°C),Traffic,Load Weight (kg),Route Type,Energy Consumed (Wh),Battery Health Status,Efficiency (Wh/km),Range Estimation (km)
6018,2025-02-23 20:54:00,224.84517514300597,53.083423817569894,27,99,30.905245334164103,5.1,27.452470102004018,Low,156.44877195800396,Hilly,1372.984273468549,Aging,30.83304951868643,133.0085234251118
125,2025-10-13 01:08:00,185.5480349537387,13.098405143916585,16,22,37.15060773467092,4.3,-2.1405765311731297,Medium,203.7067216333251,Urban,683.7115591129493,Healthy,50.92834548726532,28.06862136802646
7208,2025-05-20 14:08:00,80.58408889588478,44.457667462713744,73,64,20.80695405479452,10.6,41.58405847621535,High,52.61600483568431,Hilly,1012.0576851593512,Degraded,33.32067220616053,84.06391214710357
8656,2025-04-17 04:53:00,235.70556658663065,44.85422825507275,10,42,29.34446702069665,2.9,-4.8102704377228305,Medium,47.095212780113435,Urban,978.813208994611,Healthy,22.285645041241196,58.75969988748336
4049,2025-01-24 22:30:00,114.91346408785806,82.71537216775516,87,76,28.74187716422929,-4.2,2.471388482211502,Medium,78.5238189075347,Rural,1763.9296047722894,Aging,25.640246862588388,104.5576992357853
9196,2025-03-22 19:39:00,79.11701222717657,58.349527546740184,91,92,29.751276888226947,-5.8,8.025982874227484,Medium,180.6026861984019,Hilly,1532.798967689473,Healthy,26.321930970534712,127.0812484399425
7655,2025-03-19 18:19:00,64.93020518592242,35.634961857624695,72,58,15.1073334111358,-9.6,-6.8931185443556835,Medium,29.16344629295066,Urban,780.1390151550224,Healthy,22.461750117695576,79.81530898548918
8021,2025-08-05 13:12:00,239.87730594199857,96.62693958469467,33,93,33.84863311589823,3.0,11.158439767409726,High,197.1292193474418,Rural,2000.0,Healthy,20.62930897120434,129.7287470058869
5624,2025-02-04 19:38:00,139.88053395041516,4.860438378600204,16,42,32.55949684034307,13.8,26.956714878459284,Low,165.55170610609997,Rural,438.9865142357989,Degraded,138.565327623517,33.19266338363012
679,2025-05-09 09:32:00,241.01911899748,24.687126144609227,99,99,15.99161567827216,-5.8,26.13041328195133,Medium,101.00239542097988,Urban,747.1923132891558,Healthy,29.187291640356793,132.9174727378233
4193,2025-08-05 13:41:00,160.33697615695897,39.164567759526754,11,79,13.061926605188885,-9.2,2.7246012886946573,High,26.65626168679824,Urban,814.8352814514126,Aging,25.263801527307084,108.3773701684916
7107,2025-10-14 07:34:00,46.32124123007903,61.550911520271676,70,52,22.82376043413986,3.5,-2.3287857225834587,High,244.9397045277652,Urban,1693.1529251706554,Healthy,27.811708595440336,70.82167545143876
756,2025-02-12 06:31:00,218.71224791062346,69.22206459460064,68,65,33.61665251362,-1.5,19.431085815067487,Medium,217.481576057325,Rural,1825.7449452683788,Healthy,26.456376176952112,88.32884329374325
623,2025-10-11 11:51:00,240.99647750725973,55.44709100081672,91,81,21.36658108693569,-0.3,22.661416586920737,High,237.8397785686794,Urban,1563.0525623480246,Aging,33.886921156011056,107.83942992848802
9486,2025-01-30 11:53:00,208.28762590689328,46.520302618902846,95,82,29.419043974316814,11.2,4.92929210388639,Medium,172.33183981408524,Urban,1275.8503551998217,Aging,32.18744002597628,109.52372765735952
7703,2025-01-03 09:59:00,181.15565433672145,21.682168104927037,70,56,32.83326968136866,11.5,-10.0,High,108.6090330684343,Hilly,692.8751483288299,Aging,39.17744561453847,72.37469458488026
7239,2025-09-27 09:06:00,202.35303945690757,32.77369571446006,82,78,27.397817090655785,-6.3,42.545859474874185,High,131.6967860055773,Hilly,934.7110673159128,Aging,33.808610147083485,103.07144842210981
3722,2025-07-04 04:10:00,246.13293911482603,5.331893937503457,17,49,15.799457563868538,4.9,45.79623870125379,Medium,185.0593898425734,Hilly,495.16346027561065,Healthy,97.84874381547446,49.97869417177422
4281,2025-06-12 01:16:00,140.08934735840523,74.06636046017941,98,92,16.645647470782414,-4.2,-2.3838677916379836,Medium,101.95572768048403,Urban,1656.9441167371688,Healthy,22.097670186398453,127.4220611379446
6837,2025-12-08 22:20:00,213.95954133116865,17.96468658901162,43,26,39.81492837006287,-10.0,26.674572669386155,Medium,83.02562964260042,Hilly,521.1137503198385,Healthy,28.215092492406455,35.32116154105392
8794,2025-04-09 16:30:00,187.4366162655451,63.56100478279333,27,69,22.16164469711696,-0.7,45.34736923791645,Medium,164.77205284687722,Urban,1620.9879877870103,Degraded,38.16344638532342,90.55371311978577
5862,2025-04-10 13:07:00,150.5957531985534,41.96814750104568,30,95,44.71942825805062,-2.5,-2.507681631039265,High,33.297344473581276,Rural,876.8886463063592,Healthy,21.20918730839246,132.24892408491957
7378,2025-10-18 04:08:00,198.46112761103535,73.51791841814303,36,46,22.420474772705504,-9.1,23.186298854566747,Medium,7.746950303334458,Rural,1438.9267237197805,Degraded,29.315150732967812,62.89350741935662
7643,2025-01-04 00:24:00,170.44979993771662,48.569786767471086,56,45,11.685380324232792,-2.3,7.485066325431312,Medium,240.75679987559323,Urban,1443.1028108670916,Healthy,29.993122235960875,60.93219484535062
4783,2025-11-25 09:58:00,182.46231684145638,16.954534583131103,35,65,44.245504442953354,0.4,18.219654599371733,High,19.29003421917138,Rural,407.19224331118346,Healthy,22.98675060331487,90.29512795461173
4510,2025-09-24 11:23:00,255.38044646217304,34.986002989117196,48,43,26.247564849960163,11.2,6.212459801196842,Medium,231.67671059775196,Hilly,1137.93391589271,Healthy,31.492798925453908,58.21822132303969
961,2025-05-18 08:33:00,150.9516434440648,87.3319282140124,73,69,17.17746961255086,-4.6,17.97138733695628,Medium,58.904312888304034,Urban,1834.2734420738525,Healthy,20.451552705572556,96.03390476436932
9219,2025-01-16 16:02:00,215.34651683199024,91.09005573013191,82,88,27.731074787354057,14.0,4.7276152182405555,Medium,7.662142798196121,Urban,1879.092332239788,Aging,24.769130663549237,121.05992667021647
8890,2025-03-04 18:23:00,59.303425296607834,70.75831012701565,85,94,31.27399735719726,10.5,-8.198710092864202,Medium,237.34690126167868,Hilly,1920.8611166705127,Healthy,26.877335002868424,129.4760336207719
7763,2025-10-17 13:47:00,83.62642131721374,64.999541584694,55,47,32.031335494691525,-4.0,-4.705074872790073,Low,178.27984605215852,Hilly,1674.1973967952208,Aging,30.86454168055042,64.09489711902707
7734,2025-11-16 06:33:00,135.547965855132,80.55802445789021,86,79,44.43428542487969,5.3,23.537752524922208,Low,34.708482757503155,Rural,1651.1773039286754,Degraded,30.384593340731076,106.84085960593713
7363,2025-05-28 13:04:00,224.26107127296697,17.95858001190411,82,78,32.515562130504996,1.7,45.324910548526844,High,139.760795769787,Urban,614.7713663808049,Healthy,33.75797775838964,104.22701475554757
3515,2025-02-24 01:36:00,91.70754617329112,68.3069825748381,62,69,27.87842281559557,11.5,14.085347994452489,Low,247.10487240359907,Urban,1846.2067363293247,Healthy,28.11822993686815,94.32626099523739
829,2025-10-26 00:36:00,252.59655378392242,37.05914292316547,67,61,30.199096438780334,0.6,45.1601273367405,High,73.84872918522419,Rural,928.463981034671,Healthy,24.158762656401322,82.9238468758606
6031,2025-03-10 19:59:00,139.0651291501523,65.37074266688298,58,97,38.20254669288353,10.9,-6.646675807095358,High,125.7682835430096,Rural,1607.2580986950547,Healthy,24.136401531844253,134.62631646337638
2110,2025-01-23 00:26:00,156.08250117245055,68.80573544816545,73,66,38.56263577312331,-4.5,42.820356489979716,Medium,127.07931045573923,Hilly,1666.9378931682963,Healthy,24.162399040258563,91.50672379237446
6940,2025-02-16 14:43:00,184.95197005013767,0.1,33,68,28.47757775054408,6.3,11.722226664404648,Medium,243.8482337830246,Urban,451.0692465321112,Healthy,299.9,0.1
9575,2025-09-03 11:59:00,244.02960921700725,61.9371001725579,55,81,39.50698117890905,6.9,23.024334021581375,High,111.4941507790314,Rural,1457.194804778107,Degraded,35.028384861484035,107.4939131990699
585,2025-06-06 15:33:00,126.02531412233878,21.167679848072236,16,39,38.635304199621906,-1.0,42.756646839098174,High,41.405760834619926,Hilly,453.06712980512566,Healthy,21.469053513706186,54.085218507141185
4158,2025-12-13 18:23:00,98.28342409273765,19.05454260513376,49,30,18.606946296472337,-9.1,16.47504075758024,Low,191.79068798458573,Urban,751.6788465511748,Aging,48.221697890812614,38.009782117694236
9916,2025-04-20 20:24:00,183.6265383574649,15.327780962915181,99,96,43.125277059422125,8.9,6.0575881967217775,Medium,180.0508944153986,Hilly,679.4154902942689,Healthy,45.64495293841384,123.21115993588559
3474,2025-01-24 11:34:00,270.73474942619475,74.71666337624548,40,77,33.16037029188998,9.8,19.805410475151177,High,128.85981873413428,Urban,1722.031725117779,Healthy,22.653406191721718,105.60290090447143
32,2025-06-23 00:36:00,293.2369164604559,82.60908677753005,55,98,30.94083737824056,-6.3,12.146538717282844,Low,239.06402018157695,Hilly,2000.0,Healthy,24.366170520478647,135.59103548616037
3083,2025-09-14 13:51:00,166.95055517340444,16.999364034639708,14,55,31.419448649874404,-4.5,38.02681707543747,Medium,86.45795311515701,Hilly,540.3915193646305,Degraded,49.060568779149236,68.6033500798657
2523,2025-07-04 09:44:00,142.9048306609582,65.1041624389218,17,29,35.98552901102745,-6.0,23.883582702521522,Low,69.24677409999441,Rural,1430.075423781091,Healthy,22.006485976081773,40.11385083303442
8315,2025-06-17 21:34:00,261.25943559022005,29.942923371701198,84,69,35.13785934778419,7.5,-1.684272957951779,Medium,73.71934363861322,Urban,705.2204554641869,Healthy,23.274178330556992,96.2259391191543
1566,2025-11-29 16:17:00,185.49828525528972,97.75395548667808,91,82,21.82606489447078,13.9,38.71244201886439,Medium,114.86531758187225,Rural,2000.0,Degraded,29.892684109423076,110.53153234132573
9076,2025-04-01 14:20:00,86.54438482710833,63.663652178736626,21,96,31.70157202060674,-3.4,39.349624759627545,High,34.91552956054147,Hilly,1309.300572584748,Healthy,20.906826403339284,133.742998848188
1122,2025-02-02 13:07:00,94.4796354130426,80.53606430915025,82,77,32.405368588358506,13.3,17.76683941911881,High,193.64239881695653,Hilly,2000.0,Healthy,24.850712440641754,105.55514076958313
2021,2025-07-29 09:02:00,283.0062155426996,74.84903594917822,24,21,37.60729905789316,1.1,-2.9703020388718833,Low,226.61915544598745,Urban,1922.6540068538145,Healthy,26.398853169814487,28.478006852186354
3583,2025-11-09 12:06:00,171.58655982298006,4.566272173020894,41,33,16.790818141876045,-5.7,23.066583244681354,Medium,93.15336193803842,Hilly,329.9042022523836,Degraded,100.26042889309609,32.148660730274564
9509,2025-09-03 02:41:00,237.2733667841007,6.131329999249653,37,35,12.57403615446835,1.1,6.405471039573813,Medium,100.89363291249262,Urban,271.3906180913357,Healthy,48.19473301453624,44.15701109650301
9677,2025-02-25 09:00:00,282.009808328847,69.89772427890702,43,34,22.971636479682793,5.1,-6.805280644461313,High,56.96767636385675,Rural,1505.7528221782886,Healthy,21.571276613289,47.28876473755755
5260,2025-08-13 17:52:00,141.25007151655694,69.22799538613765,19,56,48.326649782551115,-7.1,33.4742301432849,Low,186.99372552769194,Rural,1718.6177668662172,Healthy,25.177379269035782,77.09250162534192
8945,2025-12-01 01:51:00,193.88951520023338,5.399377610361879,43,74,23.04511539450935,8.5,-3.8335108762344574,Low,136.7104097818612,Urban,333.80581240380184,Healthy,61.21714788247295,88.67951321985375
3016,2025-05-27 15:15:00,182.88272712014054,17.699686634069703,40,55,30.42604563357285,-7.6,15.312818581793733,High,108.32854265400341,Urban,519.8211934959656,Aging,35.62412618466712,72.54477431420678
5332,2025-01-21 06:31:00,236.9405785347203,38.24196793113968,42,33,31.314036367067903,-9.1,-2.420758984634036,High,238.88306879226334,Urban,1212.1642133927833,Healthy,30.788404319471987,43.565655087879136
2955,2025-09-05 10:40:00,1.0,13.662047194125098,65,64,31.9555688694672,14.5,17.522739185800813,Medium,247.42275519131883,Urban,738.2733876810422,Healthy,53.85508439692738,78.22517597916296
8346,2025-06-21 04:04:00,116.59006408687077,88.88882433546904,60,46,16.24073399778688,-8.7,36.71301250589649,Medium,138.5258342473597,Hilly,2000.0,Healthy,21.243988692323295,64.31713746984924
8923,2025-11-14 08:07:00,58.80591159072939,3.6195143434765624,15,10,25.92056776825526,2.5,21.389572859935225,Low,170.63011947161397,Rural,443.7186021783011,Healthy,125.2290757316054,8.224256211622855
4345,2025-05-23 15:39:00,180.28909466662907,42.16887315016427,89,91,10.496177550379775,14.8,10.145873372287815,Medium,3.2137106339688577,Urban,893.4220608575565,Healthy,21.579540572808913,126.54246355914076
6801,2025-11-12 01:04:00,117.96419937029297,16.38268036203894,97,86,33.725341656639266,-2.6,2.572058181389841,Medium,114.98051702759757,Hilly,584.3385864440888,Healthy,36.82364649387249,113.65692807951508
1159,2025-06-23 12:34:00,235.43697301954447,52.653289746378825,28,46,39.548820351010704,-7.3,20.838332325751136,Medium,77.76878620215385,Rural,1198.9481958279537,Healthy,23.30400735810421,64.23648973074103
48,2025-10-30 18:11:00,111.68759071115215,42.010208583606456,67,70,42.31924844955941,4.1,13.008012854373835,Medium,55.154295547593776,Hilly,918.8830455983656,Aging,26.5148240709328,96.21371066323529
3111,2025-04-04 05:14:00,135.83724621667378,57.352478546586,69,70,26.64640113362534,1.2,27.173054280215702,Medium,97.47742012021313,Urban,1323.8104202287016,Aging,27.475306630668555,95.63428153447889
3419,2025-06-28 07:59:00,284.6404452742754,4.548933275742951,45,38,19.640078204811125,-9.4,7.305627353164249,Medium,187.3235158703338,Urban,487.7952347856041,Healthy,98.92174492362537,37.80768012808715
3686,2025-04-13 09:10:00,64.86855458539587,38.1876967339085,77,73,33.39224935040526,-5.6,-2.749418964965774,Medium,186.55633003698043,Hilly,1157.3638556563706,Aging,36.35637740518621,96.2979487313724
386,2025-10-29 14:00:00,115.51955589371013,35.107568528203466,16,72,39.777171552829834,-8.1,14.573911045151622,Medium,115.9490969558483,Urban,950.1435025645688,Aging,33.21605770293604,96.22877410808397
7808,2025-11-10 13:16:00,125.60373963078365,95.48900264168203,86,70,40.26678404676613,0.5,7.506813188857167,Low,0.1,Urban,1959.3823255305288,Healthy,20.79056092845579,97.07572614009533
2949,2025-01-19 10:11:00,134.30850297478835,80.92322960953034,38,40,12.581673769748393,-1.0,30.301585083317196,Medium,31.678847109981408,Urban,1657.520272677545,Aging,23.58298009644898,55.30127840791564
5397,2025-11-06 21:40:00,263.9135269700383,87.30053060171082,40,27,26.879764307852835,-6.6,1.2146368432832337,Medium,169.29539275710533,Rural,2000.0,Healthy,23.01310849227813,37.62336669233844
5577,2025-09-25 09:35:00,268.5863645096297,20.01281605693629,18,87,20.862559847554685,2.0,-2.729960817147357,Medium,248.0161649228476,Urban,843.2006239920852,Healthy,43.083026154801026,111.17508121461381
9674,2025-04-18 07:12:00,291.6602070048919,89.23715437652963,41,51,39.63954150376632,13.9,45.705142281947616,Low,109.08716236982275,Rural,1989.0672685135416,Healthy,21.86426288592109,70.77287548049198
3913,2025-02-06 11:11:00,48.428514851084685,8.412836104751362,29,40,22.315842916082588,2.0,-8.483635828965857,High,69.84415306404414,Urban,307.1425052018183,Aging,46.25236647146514,50.85547487784244
412,2025-08-14 02:25:00,28.137096635604703,23.812518587968007,15,67,43.733744360441506,6.7,-7.1772359139719155,Medium,83.41811548820543,Rural,642.3188774622297,Aging,31.558340083970275,90.37051023449615
3581,2025-02-07 04:33:00,185.04890664654664,90.98617431948097,16,27,20.15105451764779,3.3,49.238939468048024,Medium,84.9721605167371,Hilly,2000.0,Degraded,33.2951191242998,36.1447527733791
7426,2025-06-08 12:54:00,37.820829923989386,39.79335521214366,84,69,33.537440427079325,-4.5,7.25288828914376,High,122.66057154312841,Urban,1039.6370677416546,Healthy,26.384114058179314,93.9198953473298
5035,2025-06-16 04:02:00,117.51259671203857,20.381894013919037,73,70,39.996303130273624,13.2,8.509541411402942,Low,143.62598586335776,Urban,661.735334592358,Healthy,33.12461507694209,92.80273591383578
545,2025-09-19 12:23:00,230.0361637103272,6.967129632228382,21,63,13.72486453827766,0.7,43.54656871890347,High,173.5711855348826,Urban,448.1128508713469,Healthy,65.04915394669436,73.18804465030212
556,2025-01-05 01:49:00,4.4209918477260635,98.95362610759139,61,55,27.13179760194772,3.5,5.9294298402780825,Medium,216.14368561293625,Urban,2000.0,Healthy,19.506409587201578,76.53328613498162
1870,2025-08-16 15:09:00,191.58196892395,22.392064872190847,20,61,43.86534822455672,-9.1,22.741891368374308,High,180.19223092063172,Rural,780.6570837569383,Healthy,35.03165002271448,80.84355138988003
4565,2025-10-07 05:08:00,31.286195155587837,7.769382985424408,34,96,10.895033259927843,1.9,28.255018721721427,High,14.506389795128555,Urban,149.26224536192308,Aging,24.123065748002624,132.60128397836203
551,2025-05-20 00:29:00,220.09736809735938,22.25203007629297,87,73,36.909145654651745,-5.5,-4.99826420830928,Low,232.25090624303792,Rural,883.3640473713427,Degraded,61.333719879519194,87.2671936219169
2211,2025-07-12 18:47:00,41.895338161424064,94.85924243802592,93,86,41.40415782505824,-2.3,38.890014956663485,Medium,100.33959607096209,Hilly,2000.0,Healthy,21.472720886566712,119.92637610059381
2985,2025-06-24 05:21:00,298.0076375552303,19.916847624003093,21,4,38.41860205815529,-2.1,28.760064797644954,Medium,178.68050721863517,Urban,771.9685349416941,Healthy,39.02084068979606,5.40390539268329
2939,2025-05-25 18:39:00,122.52454463515639,64.69032081916991,75,66,23.725263199161404,-8.1,36.241043449813716,Medium,98.39004581009898,Urban,1533.1112998976548,Healthy,23.91969374892081,90.90729488667779
